,index,Borough,Distance,ID,Latitude,Longitude,Name,Ratings,Label
118,22,Staten Island,2384,4f033c6f0aaffcf6f7a32868,40.59523680008672,-74.12605192884038,JCC Fitness Center,6.6,8
119,23,Staten Island,2757,4bcccd1b511f9521c4aab3c7,40.5610091784629,-74.13580193969985,Dolphin Fitness,6.9,4
120,24,Staten Island,2792,5a00680828374e3a59c3c85b,40.5607,-74.135711,Intoxx Fitness,6.972727272727273,4
121,25,Staten Island,2887,56f93a92498e49a01bc2a609,40.573353,-74.118154,Solo Fitness & Wellness,6.972727272727273,8
122,26,Staten Island,2974,54333944498e9bcafb803bc5,40.559850066430066,-74.1660995982852,Tool Central at LA Fitness,6.972727272727273,4
123,27,Staten Island,6206,5ad68b3861e53b214cb859cf,40.630012,-74.109202,Push Fitness Club,6.972727272727273,8
124,28,Staten Island,2898,507c9d8ae4b07db108d50cb1,40.57332478513543,-74.11802229719666,Limitless Fitness,6.972727272727273,8
125,29,Staten Island,6142,552e329f498e6e3a1ed42bda,40.605323014299074,-74.08288062463015,intoxx fitness,6.972727272727273,0
126,30,Staten Island,3611,5840378191936a364396bd7c,40.55101550887561,-74.15037631988525,Move me dance & Fitness studio,6.972727272727273,4
127,31,Staten Island,3531,4dcb12781f6ea1401d379289,40.55173812498658,-74.14885217225118,Hips And Salsa Fitness,6.972727272727273,4
128,32,Staten Island,3727,5ae14f6225fb7b002c1169e5,40.5730335,-74.10770819999999,Try Hard Fitness,6.972727272727273,8
129,33,Staten Island,4065,4e45828762e148603b65a3a6,40.613229641124995,-74.12175650124557,Results Fitness,6.972727272727273,8
130,34,Staten Island,4499,535775b8498eb3c9c27c7ef0,40.5958042609442,-74.09892082214355,Ageless Fitness,6.972727272727273,0
131,35,Staten Island,4571,541a83aa498e81544e357135,40.62308779377323,-74.13544178009033,Skin Gym Face Fitness,6.972727272727273,4
132,36,Staten Island,4857,4d5c24ca775f8cfaaf60b2e0,40.614391,-74.109065,Clove Lakes Fitness Center,6.972727272727273,8
133,37,Staten Island,4747,4f7c5244e4b0a2f6905a6993,40.54253387451172,-74.16539764404297,United Health and Fitness,6.972727272727273,4
134,38,Staten Island,6355,4bfbbea8565f76b04de105db,40.62032318559735,-74.09219050917767,STJ Fitness Center,6.972727272727273,0
135,39,Staten Island,5532,4c31fa293896e21eb6bae790,40.625014480024554,-74.11371019490687,YMCA Fitness Center,6.972727272727273,8
136,40,Staten Island,5508,4ccdd2b154f0b1f7a0ed1eca,40.610762554781104,-74.0952528556508,Sunrise of Staten Island,6.972727272727273,0
137,41,Staten Island,5943,4e404b1dcc3f6517531e68bd,40.598394832304145,-74.08209800720215,Staten Island Fitness Bootcamp,6.972727272727273,0
138,42,Staten Island,5652,4bc89df115a7ef3b37777bda,40.627077,-74.115373,PsysioFitness,6.972727272727273,8
139,0,Brooklyn,819,51f9c38a498e0a7711ce2e28,40.651820560016986,-73.95901379135927,Blink Fitness Flatbush,8.6,7
140,1,Brooklyn,680,50f5793d83026ced317416f0,40.65043210330193,-73.95762626126216,Planet Fitness,6.8,7
141,2,Brooklyn,3549,4a1f0bf5f964a520fb7b1fe3,40.67692534828238,-73.97231789709964,Crunch Fitness - Park Slope,7.9,16
142,3,Brooklyn,623,52d41161498e67a4536d1ea6,40.65027088235703,-73.95695890246407,Retro Fitness,6.4,7
143,4,Brooklyn,4112,5972837eacc5f541283678f6,40.676790761783025,-73.98326216911177,Blink Fitness Park Slope,8.0,16
144,5,Brooklyn,2681,538ce459498ebe718bcc4339,40.66982848333715,-73.93135229934374,Blink Fitness Crown Heights,8.3,11
145,6,Brooklyn,6569,579baeff498e21290f2705c9,40.70875588684349,-73.95824827930964,Blink Fitness Williamsburg,8.4,7
146,7,Brooklyn,3372,584df292abc6d6247f1517ca,40.68015097543657,-73.94444664785374,Blink Fitness Bed-Stuy,7.8,7
147,8,Brooklyn,4841,4a08da93f964a5201f741fe3,40.6879399210819,-73.9778620004654,Crunch Fitness - Ft. Greene,7.6,16
